,Series_Title,Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Gross,Drama,Crime,Action,Biography,Western,Comedy,Adventure,Animation,Horror,Mystery,Film-Noir,Fantasy,Family,Thriller,Romance,Sci-Fi,War,Music,Musical,Sport,History
811,Primal Fear,1996,A,129 min,7.7,47.0,Gregory Hoblit,"56,116,183",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
812,Hamlet,1996,PG-13,242 min,7.7,,Kenneth Branagh,"4,414,535",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,A Little Princess,1995,U,97 min,7.7,83.0,Alfonso Cuarón,"10,019,307",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
814,Do lok tin si,1995,UA,99 min,7.7,71.0,Kar-Wai Wong,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Il postino,1994,U,108 min,7.7,81.0,Michael Radford,"21,848,932",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Clerks,1994,R,92 min,7.7,70.0,Kevin Smith,"3,151,130",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Short Cuts,1993,R,188 min,7.7,79.0,Robert Altman,"6,110,979",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Philadelphia,1993,UA,125 min,7.7,66.0,Jonathan Demme,"77,324,422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,The Muppet Christmas Carol,1992,G,85 min,7.7,64.0,Brian Henson,"27,281,507",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
820,Malcolm X,1992,U,202 min,7.7,73.0,Spike Lee,"48,169,908",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
821,The Last of the Mohicans,1992,UA,112 min,7.7,76.0,Michael Mann,"75,505,856",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Kurenai no buta,1992,U,94 min,7.7,83.0,Hayao Miyazaki,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Glengarry Glen Ross,1992,R,100 min,7.7,82.0,James Foley,"10,725,228",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
824,A Few Good Men,1992,U,138 min,7.7,62.0,Rob Reiner,"141,340,178",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
825,Fried Green Tomatoes,1991,PG-13,130 min,7.7,64.0,Jon Avnet,"82,418,501",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Barton Fink,1991,U,116 min,7.7,69.0,Joel Coen,"6,153,939",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
827,Miller's Crossing,1990,R,115 min,7.7,66.0,Joel Coen,"5,080,409",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
828,Who Framed Roger Rabbit,1988,U,104 min,7.7,83.0,Robert Zemeckis,"156,452,370",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Spoorloos,1988,,107 min,7.7,,George Sluizer,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
830,Withnail & I,1987,R,107 min,7.7,84.0,Bruce Robinson,"1,544,889",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,The Last Emperor,1987,U,163 min,7.7,76.0,Bernardo Bertolucci,"43,984,230",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
832,Empire of the Sun,1987,U,153 min,7.7,62.0,Steven Spielberg,"22,238,696",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
833,Der Name der Rose,1986,R,130 min,7.7,54.0,Jean-Jacques Annaud,"7,153,487",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
834,Blue Velvet,1986,A,120 min,7.7,76.0,David Lynch,"8,551,228",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
835,The Purple Rose of Cairo,1985,U,82 min,7.7,75.0,Woody Allen,"10,631,333",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
836,After Hours,1985,UA,97 min,7.7,90.0,Martin Scorsese,"10,600,000",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Zelig,1983,PG,79 min,7.7,,Woody Allen,"11,798,616",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,The Verdict,1982,U,129 min,7.7,77.0,Sidney Lumet,"54,000,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Star Trek II: The Wrath of Khan,1982,U,113 min,7.7,67.0,Nicholas Meyer,"78,912,963",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
840,First Blood,1982,A,93 min,7.7,61.0,Ted Kotcheff,"47,212,904",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Ordinary People,1980,U,124 min,7.7,86.0,Robert Redford,"54,800,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Airplane!,1980,U,88 min,7.7,78.0,Jim Abrahams,"83,400,000",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Rupan sansei: Kariosutoro no shiro,1979,U,100 min,7.7,71.0,Hayao Miyazaki,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
844,Halloween,1978,A,91 min,7.7,87.0,John Carpenter,"47,000,000",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
845,Le locataire,1976,R,126 min,7.7,71.0,Roman Polanski,"1,924,733",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
846,Love and Death,1975,PG,85 min,7.7,89.0,Woody Allen,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
847,The Taking of Pelham One Two Three,1974,U,104 min,7.7,68.0,Joseph Sargent,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
848,Blazing Saddles,1974,A,93 min,7.7,73.0,Mel Brooks,"119,500,000",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,Serpico,1973,A,130 min,7.7,87.0,Sidney Lumet,"29,800,000",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,Enter the Dragon,1973,A,102 min,7.7,83.0,Robert Clouse,"25,000,000",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Deliverance,1972,U,109 min,7.7,80.0,John Boorman,"7,056,013",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
852,The French Connection,1971,A,104 min,7.7,94.0,William Friedkin,"15,630,710",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Dirty Harry,1971,A,102 min,7.7,90.0,Don Siegel,"35,900,000",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
854,Where Eagles Dare,1968,U,158 min,7.7,63.0,Brian G. Hutton,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
855,The Odd Couple,1968,G,105 min,7.7,86.0,Gene Saks,"44,527,234",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,The Dirty Dozen,1967,,150 min,7.7,73.0,Robert Aldrich,"45,300,000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
857,Belle de jour,1967,A,100 min,7.7,,Luis Buñuel,"26,331",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
858,A Man for All Seasons,1966,U,120 min,7.7,72.0,Fred Zinnemann,"28,350,000",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
859,Repulsion,1965,,105 min,7.7,91.0,Roman Polanski,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
860,Zulu,1964,U,138 min,7.7,77.0,Cy Endfield,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
861,Goldfinger,1964,A,110 min,7.7,87.0,Guy Hamilton,"51,081,062",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862,The Birds,1963,A,119 min,7.7,90.0,Alfred Hitchcock,"11,403,529",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
863,Cape Fear,1962,Passed,106 min,7.7,76.0,J. Lee Thompson,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
864,Peeping Tom,1960,,101 min,7.7,,Michael Powell,"83,957",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
865,The Magnificent Seven,1960,Approved,128 min,7.7,74.0,John Sturges,"4,905,000",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Les yeux sans visage,1960,,90 min,7.7,90.0,Georges Franju,"52,709",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
867,Invasion of the Body Snatchers,1956,Approved,80 min,7.7,92.0,Don Siegel,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
868,Rebel Without a Cause,1955,PG-13,111 min,7.7,89.0,Nicholas Ray,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,The Ladykillers,1955,,91 min,7.7,91.0,Alexander Mackendrick,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,Sabrina,1954,Passed,113 min,7.7,72.0,Billy Wilder,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
871,The Quiet Man,1952,Passed,129 min,7.7,,John Ford,"10,550,000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
872,The Day the Earth Stood Still,1951,U,92 min,7.7,,Robert Wise,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
873,The African Queen,1951,PG,105 min,7.7,91.0,John Huston,"536,118",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
874,Gilda,1946,Approved,110 min,7.7,,Charles Vidor,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
875,Fantasia,1940,G,125 min,7.7,96.0,James Algar,"76,408,097",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
876,The Invisible Man,1933,TV-PG,71 min,7.7,87.0,James Whale,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
877,Dark Waters,2019,PG-13,126 min,7.6,73.0,Todd Haynes,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
878,Searching,2018,U/A,102 min,7.6,71.0,Aneesh Chaganty,"26,020,957",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
879,Once Upon a Time... in Hollywood,2019,A,161 min,7.6,83.0,Quentin Tarantino,"142,502,728",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,Nelyubov,2017,R,127 min,7.6,86.0,Andrey Zvyagintsev,"566,356",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,The Florida Project,2017,A,111 min,7.6,92.0,Sean Baker,"5,904,366",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Just Mercy,2019,A,137 min,7.6,68.0,Destin Daniel Cretton,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,Gifted,2017,PG-13,101 min,7.6,60.0,Marc Webb,"24,801,212",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,The Peanut Butter Falcon,2019,PG-13,97 min,7.6,70.0,Tyler Nilson,"13,122,642",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,Victoria,2015,,138 min,7.6,77.0,Sebastian Schipper,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
886,Mustang,2015,PG-13,97 min,7.6,83.0,Deniz Gamze Ergüven,"845,464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Guardians of the Galaxy Vol. 2,2017,UA,136 min,7.6,67.0,James Gunn,"389,813,101",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Baby Driver,2017,UA,113 min,7.6,86.0,Edgar Wright,"107,825,862",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,Only the Brave,2017,UA,134 min,7.6,72.0,Joseph Kosinski,"18,340,051",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Bridge of Spies,2015,UA,142 min,7.6,81.0,Steven Spielberg,"72,313,754",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
891,Incredibles 2,2018,UA,118 min,7.6,80.0,Brad Bird,"608,581,744",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Moana,2016,U,107 min,7.6,81.0,Ron Clements,"248,757,044",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Sicario,2015,A,121 min,7.6,82.0,Denis Villeneuve,"46,889,293",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,Creed,2015,A,133 min,7.6,82.0,Ryan Coogler,"109,767,581",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
895,Leviafan,2014,R,140 min,7.6,92.0,Andrey Zvyagintsev,"1,092,800",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Hell or High Water,2016,R,102 min,7.6,88.0,David Mackenzie,"26,862,450",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Philomena,2013,PG-13,98 min,7.6,77.0,Stephen Frears,"37,707,719",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,Dawn of the Planet of the Apes,2014,UA,130 min,7.6,79.0,Matt Reeves,"208,545,589",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,El cuerpo,2012,,112 min,7.6,,Oriol Paulo,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
900,Serbuan maut,2011,A,101 min,7.6,73.0,Gareth Evans,"4,105,123",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
901,End of Watch,2012,A,109 min,7.6,68.0,David Ayer,"41,003,371",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Kari-gurashi no Arietti,2010,U,94 min,7.6,80.0,Hiromasa Yonebayashi,"19,202,743",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
903,A Star Is Born,2018,UA,136 min,7.6,88.0,Bradley Cooper,"215,288,866",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
904,True Grit,2010,PG-13,110 min,7.6,80.0,Ethan Coen,"171,243,005",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,Hævnen,2010,R,118 min,7.6,65.0,Susanne Bier,"1,008,098",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
906,Despicable Me,2010,U,95 min,7.6,72.0,Pierre Coffin,"251,513,985",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,50/50,2011,R,100 min,7.6,72.0,Jonathan Levine,"35,014,192",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
908,Kick-Ass,2010,UA,117 min,7.6,66.0,Matthew Vaughn,"48,071,303",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Celda 211,2009,,113 min,7.6,,Daniel Monzón,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Moneyball,2011,PG-13,133 min,7.6,87.0,Bennett Miller,"75,605,492",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
911,La piel que habito,2011,R,120 min,7.6,70.0,Pedro Almodóvar,"3,185,812",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
912,Zombieland,2009,A,88 min,7.6,73.0,Ruben Fleischer,"75,590,286",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
913,Die Welle,2008,,107 min,7.6,,Dennis Gansel,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
914,Sherlock Holmes,2009,PG-13,128 min,7.6,57.0,Guy Ritchie,"209,028,679",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
915,The Blind Side,2009,UA,129 min,7.6,53.0,John Lee Hancock,"255,959,475",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
916,The Visitor,2007,PG-13,104 min,7.6,79.0,Tom McCarthy,"9,422,422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Seven Pounds,2008,UA,123 min,7.6,36.0,Gabriele Muccino,"69,951,824",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Eastern Promises,2007,R,100 min,7.6,82.0,David Cronenberg,"17,114,882",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,Stardust,2007,U,127 min,7.6,66.0,Matthew Vaughn,"38,634,938",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
920,The Secret of Kells,2009,,71 min,7.6,81.0,Tomm Moore,"686,383",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
921,Inside Man,2006,R,129 min,7.6,76.0,Spike Lee,"88,513,495",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
922,Gone Baby Gone,2007,R,114 min,7.6,72.0,Ben Affleck,"20,300,218",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
923,La Vie En Rose,2007,PG-13,140 min,7.6,66.0,Olivier Dahan,"10,301,706",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
924,Huo Yuan Jia,2006,PG-13,104 min,7.6,70.0,Ronny Yu,"24,633,730",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,The Illusionist,2006,U,110 min,7.6,68.0,Neil Burger,"39,868,642",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
926,Dead Man's Shoes,2004,,90 min,7.6,52.0,Shane Meadows,"6,013",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
927,Harry Potter and the Half-Blood Prince,2009,UA,153 min,7.6,78.0,David Yates,"301,959,197",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
928,300,2006,A,117 min,7.6,52.0,Zack Snyder,"210,614,939",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,Match Point,2005,R,124 min,7.6,72.0,Woody Allen,"23,089,926",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
930,Watchmen,2009,A,162 min,7.6,56.0,Zack Snyder,"107,509,799",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
931,Lord of War,2005,R,122 min,7.6,62.0,Andrew Niccol,"24,149,632",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,Saw,2004,UA,103 min,7.6,46.0,James Wan,"56,000,369",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
933,"Synecdoche, New York",2008,R,124 min,7.6,67.0,Charlie Kaufman,"3,081,925",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Mysterious Skin,2004,R,105 min,7.6,73.0,Gregg Araki,"697,181",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,Jeux d'enfants,2003,R,93 min,7.6,45.0,Yann Samuell,"548,707",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
936,Un long dimanche de fiançailles,2004,U,133 min,7.6,76.0,Jean-Pierre Jeunet,"6,167,817",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
937,The Station Agent,2003,R,89 min,7.6,81.0,Tom McCarthy,"5,739,376",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,21 Grams,2003,UA,124 min,7.6,70.0,Alejandro G. Iñárritu,"16,290,476",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
939,Boksuneun naui geot,2002,R,129 min,7.6,56.0,Chan-wook Park,"45,289",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
940,Finding Neverland,2004,U,106 min,7.6,67.0,Marc Forster,"51,680,613",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
941,25th Hour,2002,R,135 min,7.6,68.0,Spike Lee,"13,060,843",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,The Butterfly Effect,2004,U,113 min,7.6,30.0,Eric Bress,"57,938,693",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
943,28 Days Later...,2002,A,113 min,7.6,73.0,Danny Boyle,"45,064,915",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
944,Batoru rowaiaru,2000,,114 min,7.6,81.0,Kinji Fukasaku,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,The Royal Tenenbaums,2001,A,110 min,7.6,76.0,Wes Anderson,"52,364,010",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Y tu mamá también,2001,A,106 min,7.6,88.0,Alfonso Cuarón,"13,622,333",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Harry Potter and the Sorcerer's Stone,2001,U,152 min,7.6,64.0,Chris Columbus,"317,575,550",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
948,The Others,2001,PG-13,101 min,7.6,74.0,Alejandro Amenábar,"96,522,687",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
949,Blow,2001,R,124 min,7.6,52.0,Ted Demme,"52,990,775",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Enemy at the Gates,2001,A,131 min,7.6,53.0,Jean-Jacques Annaud,"51,401,758",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
951,Minority Report,2002,A,145 min,7.6,80.0,Steven Spielberg,"132,072,926",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
952,The Hurricane,1999,R,146 min,7.6,74.0,Norman Jewison,"50,668,906",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
953,American Psycho,2000,A,101 min,7.6,64.0,Mary Harron,"15,070,285",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Lola rennt,1998,UA,81 min,7.6,77.0,Tom Tykwer,"7,267,585",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
955,The Thin Red Line,1998,A,170 min,7.6,78.0,Terrence Malick,"36,400,491",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
956,Mulan,1998,U,88 min,7.6,71.0,Tony Bancroft,"120,620,254",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
957,Fear and Loathing in Las Vegas,1998,R,118 min,7.6,41.0,Terry Gilliam,"10,680,275",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Funny Games,1997,A,108 min,7.6,69.0,Michael Haneke,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
959,Dark City,1998,A,100 min,7.6,66.0,Alex Proyas,"14,378,331",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
960,Sleepers,1996,UA,147 min,7.6,49.0,Barry Levinson,"49,100,000",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
961,Lost Highway,1997,A,134 min,7.6,52.0,David Lynch,"3,796,699",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
962,Sense and Sensibility,1995,U,136 min,7.6,84.0,Ang Lee,"43,182,776",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
963,Die Hard: With a Vengeance,1995,A,128 min,7.6,58.0,John McTiernan,"100,012,499",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
964,Dead Man,1995,R,121 min,7.6,62.0,Jim Jarmusch,"1,037,847",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
965,The Bridges of Madison County,1995,A,135 min,7.6,69.0,Clint Eastwood,"71,516,617",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
966,Apollo 13,PG,U,140 min,7.6,77.0,Ron Howard,"173,837,933",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
967,Trois couleurs: Blanc,1994,U,92 min,7.6,88.0,Krzysztof Kieslowski,"1,464,625",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
968,Falling Down,1993,R,113 min,7.6,56.0,Joel Schumacher,"40,903,593",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Dazed and Confused,1993,U,102 min,7.6,78.0,Richard Linklater,"7,993,039",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,My Cousin Vinny,1992,UA,120 min,7.6,68.0,Jonathan Lynn,"52,929,168",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Omohide poro poro,1991,U,118 min,7.6,90.0,Isao Takahata,"453,243",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
972,Delicatessen,1991,R,99 min,7.6,66.0,Marc Caro,"1,794,187",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Home Alone,1990,U,103 min,7.6,63.0,Chris Columbus,"285,761,243",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
974,The Godfather: Part III,1990,A,162 min,7.6,60.0,Francis Ford Coppola,"66,666,062",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,When Harry Met Sally...,1989,UA,95 min,7.6,76.0,Rob Reiner,"92,823,600",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
